,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumWebPurchases,NumWebVisitsMonth,Month_Customer,Age,Children,Is_Parent,Family_Size,Total_Compaign_Accepted,Offline Purchases,KMean_cluster
1295,3,60033.0,28,62,1,57,19,11,48,2,2,10,61,1,1,3,0,8,3
1296,4,34043.0,97,20,2,14,3,0,10,2,9,15,37,1,1,3,0,3,3
1297,2,57811.0,49,545,7,114,37,21,78,7,5,19,49,1,1,3,1,18,2
1298,2,78569.0,14,558,79,622,207,175,95,4,1,11,69,0,0,2,1,11,0
1299,2,7500.0,5,6,5,4,13,4,25,2,6,25,37,2,1,3,0,8,1
1300,3,157733.0,37,39,1,9,2,0,8,1,1,19,44,1,1,3,0,1,3
1301,2,94384.0,62,1111,24,790,160,45,172,5,2,22,62,0,0,2,3,13,0
1302,0,23148.0,83,4,6,8,6,3,10,2,7,11,30,0,0,2,0,4,1
1303,2,44267.0,48,183,5,65,3,5,49,5,9,23,45,2,1,3,0,11,3
1304,2,71626.0,94,546,72,376,94,145,72,5,3,26,36,0,0,2,1,14,0
1305,2,60894.0,61,606,7,155,10,0,54,10,7,19,49,1,1,3,0,16,2
1306,2,50200.0,70,266,6,51,8,6,64,7,8,21,39,2,1,4,0,12,3
1307,4,81051.0,43,1142,29,249,38,29,14,5,2,8,50,0,0,2,2,18,0
1308,2,65169.0,23,1074,0,69,0,0,46,10,6,12,33,0,0,2,4,18,0
1309,2,59868.0,37,771,51,154,54,10,154,11,6,18,43,1,1,3,0,21,2
1310,4,65695.0,50,371,32,189,0,58,6,5,4,12,55,1,1,3,0,16,2
1311,3,64857.0,78,556,14,717,210,0,43,7,4,26,59,0,0,1,0,16,0
1312,3,45143.0,74,202,5,74,11,5,14,6,7,17,50,1,1,3,0,9,3
1313,0,74805.0,14,209,162,209,41,162,37,4,2,14,60,1,1,3,0,22,0
1314,0,59060.0,77,35,40,111,36,40,12,3,4,12,26,1,1,3,0,11,1
1315,4,27238.0,39,37,0,17,0,0,3,3,9,21,53,2,1,3,0,6,3
1316,2,47009.0,89,171,45,73,59,10,90,3,4,15,50,1,1,3,0,14,2
1317,0,46094.0,62,12,2,20,3,2,5,1,7,7,42,2,1,4,0,4,3
1318,2,40321.0,59,44,4,21,6,0,27,3,7,18,43,2,1,4,0,5,3
1319,2,37235.0,68,20,2,9,4,6,20,1,4,11,31,1,1,3,0,4,1
1320,3,81843.0,13,779,86,537,34,69,138,5,3,21,55,0,0,2,0,22,0
1321,3,46692.0,37,170,6,97,24,12,88,6,6,19,57,1,1,3,0,9,3
1322,2,77382.0,36,491,48,231,112,105,134,5,1,12,47,1,1,3,1,21,0
1323,2,37774.0,28,173,8,107,7,2,176,7,9,28,38,2,1,3,1,9,2
1324,1,18393.0,2,7,10,13,16,0,4,3,8,10,41,1,1,3,0,5,1
1325,3,72828.0,17,1205,0,235,19,14,205,6,7,23,53,1,1,3,0,22,2
1326,2,24711.0,86,10,7,25,6,3,7,3,7,9,33,0,0,2,0,4,1
1327,4,45503.0,54,97,4,44,6,1,18,3,5,16,40,1,1,3,0,6,3
1328,3,6560.0,2,67,11,26,4,3,262,1,17,13,33,0,0,1,0,1,1
1329,4,71604.0,3,345,53,528,98,75,97,8,4,14,70,0,0,2,1,9,0
1330,2,27244.0,84,6,5,17,3,24,46,2,7,10,36,1,1,3,0,6,1
1331,2,48752.0,8,73,57,100,71,15,0,6,9,25,46,2,1,4,0,11,2
1332,2,71434.0,4,711,36,217,172,96,168,7,4,16,53,1,1,3,2,14,2
1333,2,90842.0,57,774,70,118,182,187,93,4,1,18,67,0,0,1,0,23,0
1334,3,88097.0,24,163,0,480,0,126,75,6,9,29,37,1,1,3,3,14,2
1335,2,51948.0,51,82,33,54,71,30,41,5,5,16,40,1,1,3,0,8,1
1336,2,71853.0,29,358,108,413,141,97,32,2,1,20,33,0,0,2,0,15,0
1337,3,35876.0,13,66,2,40,4,3,14,3,6,9,32,0,0,2,0,5,1
1338,2,40049.0,23,13,6,7,0,3,3,1,6,15,63,1,1,2,0,4,3
1339,2,39660.0,36,139,13,78,20,13,36,7,9,29,33,1,1,2,0,7,1
1340,2,50127.0,88,274,0,21,4,6,15,5,6,8,53,1,1,3,1,8,3
1341,3,43263.0,2,262,6,61,0,10,102,5,5,26,38,1,1,3,0,11,2
1342,3,62845.0,3,1099,0,45,0,0,34,3,8,27,66,2,1,4,1,25,2
1343,2,18929.0,15,32,0,8,23,4,18,1,6,23,25,0,0,2,0,5,1
1344,1,24367.0,58,2,4,2,0,11,5,1,9,22,33,1,1,2,0,3,1
1345,2,33249.0,11,6,10,21,19,14,42,2,6,23,40,1,1,2,0,6,1
1346,0,26887.0,27,6,7,4,3,4,6,1,6,23,56,1,1,3,0,4,1
1347,4,50150.0,32,135,46,92,65,61,11,5,5,19,32,0,0,2,0,11,0
1348,2,62061.0,12,641,7,84,0,30,38,10,6,17,39,1,1,3,1,14,2
1349,4,85696.0,88,714,76,395,116,0,12,4,1,20,53,0,0,1,0,16,0
1350,4,76542.0,91,794,73,573,0,29,14,4,2,22,59,0,0,2,0,19,0
1351,2,70515.0,12,420,0,452,182,64,140,6,2,15,22,0,0,1,0,11,0
1352,2,18227.0,21,1,2,7,4,3,11,0,8,26,28,1,1,3,0,4,1
1353,2,69139.0,23,86,12,75,33,15,6,4,4,12,50,1,1,3,0,7,3
1354,2,69109.0,10,823,25,459,124,29,95,6,4,26,33,0,0,2,1,14,0
1355,2,69627.0,35,231,161,215,171,30,53,8,5,22,53,1,1,2,0,15,2
1356,2,38136.0,69,8,15,27,0,20,33,3,8,21,37,1,1,3,1,5,1
1357,4,62159.0,68,182,17,259,77,70,29,6,4,9,69,0,0,1,0,13,0
1358,2,80695.0,85,557,129,984,193,37,18,5,2,13,52,0,0,1,0,14,0
1359,3,33316.0,34,79,1,31,4,4,12,2,6,15,44,2,1,3,0,8,3
1360,2,58554.0,55,368,24,68,38,0,88,8,7,28,47,2,1,4,0,14,2
1361,1,17256.0,10,6,4,14,8,8,22,2,8,14,23,1,1,3,1,5,1
1362,2,53034.0,30,160,15,196,15,11,50,6,8,20,41,2,1,3,0,16,2
1363,0,52203.0,36,488,21,238,56,108,28,8,6,30,65,0,0,2,0,19,2
1364,0,59601.0,14,691,7,69,0,7,23,2,8,18,38,1,1,2,1,13,1
1365,3,75154.0,79,543,10,205,160,143,82,6,3,28,57,1,1,2,0,10,2
1366,2,47025.0,52,254,7,108,20,0,26,6,6,14,39,1,1,2,0,11,1
1367,2,37971.0,97,5,4,10,2,2,7,1,8,14,42,1,1,3,0,4,1
1368,3,41335.0,24,112,19,21,16,14,5,4,7,13,47,1,1,2,0,8,3
1369,2,67267.0,0,134,11,59,15,2,30,3,2,8,57,1,1,3,0,8,3
1370,2,57338.0,96,143,6,52,11,8,17,4,5,9,40,1,1,2,0,8,3
1371,0,50523.0,89,51,4,24,4,7,1,2,6,13,55,2,1,4,0,6,3
1372,3,35791.0,94,27,0,5,0,0,3,1,8,20,50,3,1,4,0,5,3
1373,4,50611.0,98,459,0,24,6,0,4,4,6,27,55,1,1,2,1,18,2
1374,4,56242.0,72,689,8,167,11,8,88,8,6,22,46,1,1,3,0,20,2
1375,2,48904.0,1,283,10,38,0,13,27,7,8,25,55,1,1,2,0,10,2
1376,2,56243.0,26,347,0,35,4,3,7,4,5,13,40,3,1,4,0,16,3
1377,2,21355.0,5,5,13,14,0,5,31,2,6,17,30,1,1,3,1,5,1
1378,3,57420.0,22,280,0,18,0,0,24,5,7,19,44,1,1,3,1,10,3
1380,3,46390.0,56,95,14,64,2,9,38,4,7,8,60,1,1,2,0,6,3
1381,0,54342.0,74,84,10,34,11,10,28,3,6,18,59,2,1,4,0,9,3
1384,2,20895.0,24,18,3,17,3,0,4,2,9,27,42,1,1,3,0,4,1
1385,2,92344.0,9,992,24,694,51,19,119,5,1,12,67,0,0,2,2,15,0
1387,0,26907.0,10,9,1,7,0,3,2,1,7,17,39,2,1,4,0,5,1
1388,2,44964.0,35,19,1,17,2,0,2,1,8,25,35,2,1,4,0,4,3
1389,2,75507.0,56,709,93,374,104,80,80,8,3,8,36,0,0,2,0,13,0
1390,3,53761.0,7,158,0,76,13,7,71,4,5,15,43,2,1,4,0,13,3
1391,2,22682.0,51,10,14,29,4,2,36,2,4,15,42,1,1,3,0,8,1
1392,4,38887.0,17,25,1,13,0,0,3,1,7,10,43,1,1,3,0,4,3
1393,0,41658.0,30,8,4,12,15,4,29,1,4,26,40,2,1,3,0,5,1
1394,4,29791.0,21,14,0,6,0,0,0,2,5,8,43,1,1,3,0,5,3
1395,3,63915.0,2,622,7,115,30,0,15,6,5,18,59,2,1,4,0,17,2
1396,2,39996.0,85,11,0,3,0,0,1,1,6,8,41,2,1,3,0,3,3
1397,2,26759.0,65,25,3,16,8,5,2,2,6,11,43,1,1,2,0,6,1
1398,3,63841.0,64,635,15,100,20,7,131,9,6,21,47,1,1,2,0,13,2
1399,4,51039.0,11,100,64,79,65,0,109,6,7,25,46,2,1,4,0,8,2
1400,2,60544.0,92,201,2,43,3,5,35,5,6,29,54,2,1,4,0,10,3
1401,2,65685.0,54,642,14,49,0,7,57,9,5,10,43,1,1,3,0,12,2
1402,2,37716.0,4,97,1,41,6,2,41,4,7,9,62,1,1,3,0,6,3
1403,2,36864.0,53,204,5,39,17,0,89,5,8,29,58,1,1,2,0,9,1
1404,3,44511.0,39,513,7,133,46,14,14,8,8,27,45,1,1,3,0,18,2
1405,4,36947.0,49,88,3,21,4,1,29,3,9,29,48,2,1,4,0,8,3
1406,3,47352.0,70,172,12,112,8,0,15,6,7,21,64,1,1,3,0,10,3
1407,3,67087.0,40,329,35,222,130,35,43,7,4,13,62,1,1,3,0,15,2
1408,2,57045.0,40,296,13,104,11,13,17,4,3,28,65,1,1,3,0,14,2
1409,4,36957.0,43,100,2,16,2,1,31,3,9,28,62,2,1,3,0,8,3
1410,4,69389.0,17,422,7,238,69,46,15,7,4,28,38,1,1,3,0,15,2
1411,2,80134.0,40,1218,16,272,104,0,80,5,6,20,43,1,1,3,3,11,2
1412,3,43142.0,84,5,1,7,2,1,4,1,7,11,46,2,1,4,0,3,3
1413,2,80589.0,25,507,93,520,242,40,26,5,1,12,71,0,0,2,1,16,0
1414,2,34412.0,62,52,12,50,4,36,55,5,9,23,25,1,1,2,0,6,1
1415,2,57537.0,83,191,56,139,51,8,100,4,4,19,36,1,1,2,0,15,2
1416,1,22634.0,47,2,23,11,8,6,46,2,8,24,49,0,0,2,0,4,1
1417,2,51315.0,45,68,28,39,16,30,41,2,2,11,67,0,0,2,0,8,1
1418,2,36026.0,34,20,4,10,6,4,17,2,6,10,43,3,1,5,0,5,3
1419,2,24639.0,3,20,3,16,0,4,1,2,6,12,42,2,1,4,0,7,3
1420,4,34578.0,1,7,0,1,0,0,0,1,6,9,43,3,1,5,0,3,3
1421,0,65704.0,18,279,172,74,38,8,246,2,1,15,43,0,0,1,0,21,0
1422,2,63810.0,45,977,12,253,16,12,101,4,8,26,49,1,1,2,1,19,2
1423,4,54132.0,81,30,1,8,0,0,3,1,7,11,46,1,1,3,0,4,3
1424,2,18690.0,77,6,1,7,23,4,19,1,8,25,56,0,0,2,0,4,1
1425,2,28164.0,23,3,18,26,11,8,12,2,7,20,45,1,1,3,0,7,1
1426,4,34596.0,48,14,0,2,0,0,7,1,8,21,41,1,1,3,0,3,3
1427,4,43269.0,61,10,1,7,0,0,1,1,8,16,43,1,1,3,0,3,3
1428,0,38741.0,60,7,10,17,8,6,13,2,7,10,57,2,1,3,0,5,3
1429,2,31907.0,75,33,87,64,175,16,74,6,7,22,43,0,0,1,0,8,0
1430,3,27100.0,64,12,0,13,2,0,10,1,7,21,32,1,1,3,0,4,1
1431,0,31163.0,54,2,3,10,11,2,10,1,6,11,42,1,1,2,0,4,1
1432,2,92533.0,84,693,21,118,110,147,42,6,2,13,30,0,0,2,2,17,0
1433,2,34853.0,75,9,3,15,2,3,2,2,6,13,42,2,1,3,0,5,3
1434,2,70844.0,16,129,26,67,3,67,2,6,7,15,48,2,1,3,0,11,3
1435,0,31086.0,79,16,2,11,3,0,16,1,8,20,36,2,1,4,1,5,1
1436,2,60544.0,92,201,2,43,3,5,35,5,6,29,54,2,1,4,0,10,3
1437,0,20491.0,16,5,4,5,4,2,10,0,7,24,29,0,0,2,0,4,1
1438,2,42523.0,96,14,36,11,3,26,35,1,2,9,51,0,0,2,0,6,1
1439,2,39922.0,30,29,12,59,19,1,36,3,8,23,32,1,1,3,0,6,1
1440,2,33402.0,60,26,2,19,10,5,8,2,8,18,63,2,1,4,0,7,3
1441,3,36408.0,11,9,1,4,3,2,3,1,6,16,66,2,1,4,0,3,3
1442,2,21645.0,75,14,0,23,4,5,19,3,9,28,36,1,1,3,0,6,1
1443,3,78427.0,36,972,19,595,180,26,138,3,3,27,67,0,0,1,1,20,0
1444,2,82657.0,71,966,168,672,246,105,126,7,4,16,69,0,0,2,2,16,0
1445,2,51876.0,88,99,27,102,28,48,6,2,1,15,57,0,0,2,0,11,0
1446,0,78041.0,93,482,35,553,72,160,17,4,2,25,44,0,0,2,0,14,0
1447,2,52852.0,93,714,8,99,11,0,47,10,8,25,58,1,1,3,1,16,2
1448,4,70038.0,54,587,54,348,71,54,130,4,2,15,33,0,0,2,0,13,0
1449,0,69401.0,41,399,27,159,58,8,39,4,2,10,42,1,1,3,0,13,2
1450,2,46053.0,46,56,10,92,19,7,25,3,5,23,43,1,1,3,0,9,1
1451,2,77343.0,28,227,151,573,98,54,31,3,1,7,50,0,0,2,0,14,0
1452,2,73892.0,40,703,102,601,0,58,43,3,1,14,62,0,0,1,0,20,0
1453,4,40304.0,82,37,0,17,0,0,3,2,7,16,48,1,1,2,0,4,3
1454,4,32727.0,38,167,13,180,86,13,70,7,8,29,50,0,0,2,0,10,2
1455,2,68695.0,3,458,81,356,106,50,40,4,2,7,46,0,0,2,0,12,0
1456,2,43300.0,87,91,3,52,2,1,31,4,8,27,44,1,1,2,0,7,1
1457,2,26290.0,49,15,8,16,11,5,22,2,6,24,43,2,1,4,0,8,3
1458,2,93790.0,16,1302,68,731,89,114,45,6,2,11,45,0,0,1,3,19,0
1459,4,38410.0,65,153,64,123,116,64,14,5,6,28,41,0,0,2,0,13,0
1460,3,64866.0,9,508,5,21,7,5,10,7,5,12,65,1,1,2,1,14,2
1461,2,57957.0,24,290,59,177,77,5,29,4,3,17,56,1,1,3,0,21,2
1462,4,46015.0,25,38,0,2,0,0,6,1,7,9,60,2,1,4,2,4,3
1463,2,16531.0,43,2,13,6,7,5,11,3,7,7,37,1,1,3,0,6,1
1464,3,28072.0,10,30,0,10,2,0,5,1,7,18,29,1,1,3,0,4,1
1465,3,49476.0,29,386,23,95,54,41,196,2,2,19,52,1,1,2,0,20,2
1466,2,50725.0,45,443,10,75,0,10,48,8,8,23,62,1,1,3,0,13,2
1467,2,83844.0,57,901,31,345,75,31,191,4,1,20,63,0,0,2,1,16,0
1468,4,41145.0,20,9,0,3,0,0,1,0,3,11,65,2,1,4,0,4,3
1469,2,67419.0,29,846,84,352,91,56,42,9,5,24,45,1,1,3,0,16,2
1470,0,23162.0,82,8,3,9,19,4,22,1,6,13,45,2,1,4,0,7,1
1471,2,34380.0,68,72,7,58,13,1,24,4,8,20,38,1,1,3,0,8,1
1472,2,34704.0,65,29,0,5,0,1,5,1,5,21,49,1,1,2,0,4,1
1473,4,94871.0,99,169,24,553,188,0,144,8,7,28,46,2,1,4,2,10,2
1474,2,65148.0,9,460,35,422,33,12,153,6,4,26,57,1,1,3,0,15,2
1475,2,39898.0,20,69,8,26,12,7,12,3,7,23,61,1,1,3,0,6,3
1476,3,64857.0,78,556,14,717,210,0,43,7,4,26,59,0,0,1,0,16,0
1477,4,59892.0,26,73,0,13,0,1,0,2,3,14,45,1,1,3,0,5,3
1478,3,41020.0,68,112,1,54,7,7,36,3,3,15,28,0,0,1,0,7,1
1479,4,57072.0,79,944,0,60,0,0,30,7,5,12,54,1,1,3,1,20,2
1480,2,60474.0,25,265,199,303,234,9,170,10,7,21,36,1,1,2,0,21,2
1481,2,62807.0,83,526,28,135,10,21,99,5,5,29,55,1,1,3,0,18,2
1482,0,19414.0,32,2,3,12,3,5,7,1,8,15,34,1,1,3,0,4,1
1483,2,19107.0,49,2,4,9,10,5,16,1,7,17,35,1,1,3,0,5,1
1484,0,75484.0,50,378,97,259,197,194,34,7,4,29,39,1,1,3,0,11,2
1485,3,70379.0,84,553,25,142,65,67,8,6,4,22,39,1,1,2,0,19,2
1486,3,79419.0,96,751,127,687,20,15,31,4,2,7,45,0,0,2,0,11,0
1487,4,64014.0,56,406,0,30,0,0,8,8,7,7,69,3,1,5,1,14,3
1488,2,76998.0,85,1449,89,161,69,35,107,11,6,24,60,1,1,3,1,18,2
1489,3,49854.0,63,123,17,171,39,0,30,6,6,14,43,1,1,3,0,12,3
1490,4,60585.0,17,267,42,309,55,42,21,7,5,19,44,2,1,4,0,23,2
1491,4,42873.0,11,209,0,40,3,2,15,6,8,24,65,2,1,3,0,9,3
1492,2,87679.0,62,1259,172,815,97,148,33,7,4,18,27,0,0,2,3,22,0
1493,2,57867.0,48,344,35,178,15,23,17,7,6,15,37,1,1,3,0,18,2
1494,2,35765.0,86,22,3,30,0,5,15,2,6,13,25,1,1,3,0,6,1
1495,2,65492.0,73,247,161,295,210,85,47,4,2,12,56,0,0,2,0,22,0
1496,2,32952.0,36,38,0,12,3,1,1,2,7,13,38,1,1,2,0,4,1
1497,4,53374.0,34,896,10,101,13,10,34,4,9,29,46,1,1,3,1,17,2
1498,2,71706.0,16,931,56,253,91,98,14,9,5,26,56,1,1,3,0,16,2
1499,2,68487.0,48,758,12,385,33,89,89,9,4,24,27,0,0,2,0,21,0
1500,3,53253.0,61,216,9,57,20,9,125,4,5,23,40,2,1,4,0,15,2
1501,0,31163.0,54,2,3,10,11,2,10,1,6,11,42,1,1,2,0,4,1
1502,2,42014.0,56,244,15,108,4,15,50,7,8,29,38,1,1,3,0,13,2
1503,3,54108.0,74,539,6,91,8,6,97,8,8,26,42,2,1,4,0,24,2
1504,4,49667.0,35,1181,26,120,17,13,39,5,8,29,60,0,0,1,1,17,2
1505,3,63206.0,65,750,8,125,11,8,26,4,2,10,41,0,0,2,1,10,0
1506,3,57136.0,48,306,5,109,21,109,92,5,6,18,43,2,1,4,0,21,2
1507,0,46772.0,88,350,104,189,197,151,57,11,8,26,40,1,1,3,1,19,2
1508,4,78931.0,19,331,197,170,58,152,35,2,1,15,44,0,0,2,0,22,0
1509,2,53977.0,21,620,16,165,0,24,82,5,5,19,57,1,1,3,0,22,2
1510,2,84219.0,27,434,137,400,45,137,45,3,1,11,27,0,0,2,0,15,0
1511,3,46098.0,86,57,0,27,0,0,36,3,8,29,40,2,1,3,0,8,3
1512,2,73538.0,92,811,76,428,99,137,107,10,7,26,50,1,1,3,0,16,2
1513,2,79529.0,1,423,42,706,73,197,197,4,2,9,29,0,0,2,0,18,0
1514,0,20981.0,14,2,12,10,6,13,30,3,8,21,38,0,0,2,0,4,1
1515,2,51766.0,74,60,51,87,6,20,51,4,5,10,35,1,1,2,0,8,1
1516,2,55759.0,84,675,0,85,10,7,77,10,8,26,53,1,1,3,0,16,2
1517,2,33039.0,4,30,8,12,8,8,12,2,5,16,37,1,1,3,0,5,1
1518,3,37787.0,50,40,1,40,4,3,18,3,8,16,43,1,1,3,0,4,3
1519,2,27242.0,2,3,17,26,20,1,39,2,9,26,45,1,1,2,0,5,1
1520,4,87188.0,73,910,111,724,49,74,55,10,3,19,32,0,0,1,0,9,0
1521,2,69930.0,21,252,98,827,219,70,196,4,3,20,44,0,0,2,0,18,0
1522,2,37697.0,82,34,6,21,11,4,8,2,6,11,39,1,1,2,0,5,1
1523,4,37401.0,14,19,3,19,3,1,3,2,7,8,42,1,1,3,0,5,3
1524,2,3502.0,56,2,1,1,0,0,1,0,14,21,42,1,1,2,0,0,1
1525,2,58597.0,20,490,0,184,10,28,21,7,7,26,39,2,1,4,0,25,2
1526,4,82032.0,54,332,194,377,149,125,57,4,1,9,67,0,0,1,0,13,0
1527,2,28087.0,77,53,8,17,13,0,21,2,7,25,57,2,1,4,0,7,3
1528,4,74004.0,5,784,48,560,42,176,48,4,3,11,28,0,0,1,2,11,0
1529,2,19740.0,65,7,11,3,10,4,20,1,5,22,55,1,1,3,0,6,1
1530,0,57036.0,33,1171,43,219,19,14,47,6,9,25,40,1,1,3,1,20,2
1531,0,53083.0,65,215,7,33,3,0,13,5,7,20,57,2,1,4,1,12,3
1532,4,69283.0,41,674,62,134,0,26,8,7,5,7,40,1,1,3,0,20,2
1533,3,46098.0,86,57,0,27,0,0,36,3,8,29,40,2,1,3,0,8,3
1534,0,23331.0,92,5,36,7,0,10,45,3,8,28,27,1,1,3,0,5,1
1535,0,23331.0,97,104,20,101,24,15,5,5,9,27,27,1,1,2,0,12,1
1536,2,9255.0,91,9,0,7,2,0,4,1,8,13,26,1,1,2,0,4,1
1537,4,67786.0,0,431,82,441,80,20,102,3,1,13,56,0,0,1,0,13,0
1538,4,71969.0,59,1000,0,76,0,0,10,3,8,27,44,1,1,3,1,16,2
1539,3,59235.0,4,448,40,469,80,0,91,11,7,24,48,1,1,2,0,17,2
1540,2,31928.0,5,33,4,24,4,2,5,3,7,10,26,1,1,3,0,6,1
1541,3,74881.0,48,505,72,270,36,27,54,9,5,22,54,2,1,4,0,18,2
1542,2,65819.0,99,267,38,701,149,165,63,5,3,26,37,0,0,2,0,15,0
1543,4,51411.0,81,14,0,3,0,0,1,0,5,20,62,3,1,4,0,4,3
1544,2,51983.0,95,631,0,115,10,7,30,9,7,29,51,1,1,2,0,15,2
1545,3,42386.0,43,65,4,16,0,4,11,3,8,24,29,1,1,3,0,4,1
1546,0,30390.0,5,10,12,12,25,1,20,2,6,16,28,0,0,2,0,4,1
1547,2,30983.0,50,51,4,50,12,1,49,4,8,26,52,0,0,1,0,4,1
1548,2,66033.0,76,293,35,179,46,59,65,8,7,24,58,1,1,2,0,12,2
1549,0,37284.0,46,11,1,2,2,1,6,0,6,22,40,2,1,4,0,4,1
1550,3,57530.0,68,50,1,27,6,7,1,1,1,15,64,1,1,2,0,6,3
1551,0,76800.0,33,173,26,255,35,71,81,4,1,10,50,0,0,2,0,12,0
1552,2,63943.0,50,423,184,368,13,97,21,6,5,28,59,1,1,3,0,11,2
1553,2,76081.0,85,292,30,415,63,33,200,4,2,8,53,0,0,2,1,10,0
1554,2,67445.0,63,757,80,217,29,80,11,9,6,29,41,1,1,3,0,23,2
1555,3,37054.0,89,12,1,6,0,1,5,1,7,16,48,2,1,4,0,5,3
1556,3,47175.0,81,167,2,44,6,2,19,4,8,27,53,2,1,4,1,13,3
1557,2,31859.0,77,3,1,3,8,0,5,1,7,19,39,1,1,2,0,3,1
1558,2,27215.0,50,30,5,22,8,9,28,2,6,24,54,3,1,4,0,9,3
1559,4,70179.0,10,532,88,168,69,44,133,7,5,18,39,1,1,2,0,19,2
1560,2,39922.0,30,29,12,59,19,1,36,3,8,23,32,1,1,3,0,6,1
1561,3,49681.0,66,411,0,26,0,0,21,7,7,14,39,2,1,4,0,14,3
1562,2,24645.0,16,5,3,4,4,1,0,1,8,26,27,1,1,3,0,3,1
1563,2,79865.0,12,71,99,278,185,121,38,5,1,7,61,1,1,2,0,16,0
1564,2,44322.0,30,46,0,40,3,0,3,3,8,7,30,1,1,3,0,5,1
1565,2,47958.0,8,268,11,88,15,3,22,6,5,24,63,1,1,2,0,10,3
1566,3,63972.0,93,928,63,254,0,12,12,5,4,25,51,1,1,2,1,18,2
1567,2,75315.0,14,459,15,171,142,23,31,5,2,9,61,1,1,3,0,18,2
1568,4,55517.0,53,483,0,108,0,6,36,11,9,28,65,2,1,4,0,12,2
1569,4,75283.0,26,733,9,180,12,19,66,6,4,22,58,3,1,5,0,19,2
1570,4,82800.0,23,1006,22,115,59,68,45,7,3,26,69,0,0,1,2,19,0
1571,2,38998.0,92,34,1,14,0,0,5,2,8,26,61,2,1,4,0,6,3
1572,3,90638.0,29,1156,120,915,94,144,96,3,1,11,24,0,0,1,1,15,0
1573,3,27161.0,41,7,4,23,7,0,11,1,7,15,29,1,1,3,0,4,1
1574,2,42014.0,56,244,15,108,4,15,50,7,8,29,38,1,1,3,0,13,2
1575,4,38201.0,19,233,0,23,0,0,12,5,8,22,55,1,1,3,0,10,3
1576,2,45203.0,4,35,3,67,10,8,24,3,6,10,33,2,1,4,0,5,3
1577,4,81574.0,89,1252,0,465,46,35,0,4,1,9,68,0,0,2,2,14,0
1578,2,34935.0,71,34,4,66,3,10,20,2,7,19,23,0,0,2,0,6,1
1579,3,60482.0,81,255,43,134,37,14,24,7,7,24,39,1,1,2,0,10,2
1580,2,34633.0,31,8,1,5,0,0,1,1,6,12,59,3,1,5,0,3,3
1581,3,78093.0,53,368,32,639,13,43,10,4,1,13,68,0,0,2,0,13,0
1582,2,82460.0,78,255,47,573,52,32,15,5,1,13,65,0,0,1,0,10,0
1583,3,45903.0,80,33,8,10,2,10,3,2,4,9,49,1,1,3,0,6,3
1584,2,81361.0,18,163,23,424,27,65,76,3,1,11,28,0,0,1,0,24,0
1585,4,35860.0,37,15,0,8,4,2,20,1,5,8,42,2,1,3,1,5,3
1586,3,40442.0,52,45,12,52,25,22,13,3,7,29,63,2,1,4,0,9,3
1587,2,61482.0,39,48,58,68,16,66,43,3,2,7,50,0,0,2,0,9,0
1588,2,34968.0,11,158,6,45,8,2,2,3,7,21,35,1,1,3,0,14,1
1589,2,75794.0,33,754,160,625,63,32,48,7,3,13,28,0,0,2,1,18,0
1590,4,31497.0,22,108,1,28,13,1,4,3,8,25,53,1,1,3,0,7,3
1591,2,74268.0,83,199,66,315,97,174,41,4,2,23,60,0,0,2,0,9,0
1592,1,13724.0,43,2,7,5,2,15,27,2,9,29,27,1,1,3,1,3,1
1593,3,45143.0,74,202,5,74,11,5,14,6,7,17,50,1,1,3,0,9,3
1594,4,52569.0,54,85,0,3,0,0,7,2,3,9,48,1,1,2,0,5,3
1595,4,48432.0,3,322,3,50,4,3,42,7,8,27,42,1,1,2,0,12,2
1596,3,17144.0,96,18,2,19,0,2,6,3,7,11,55,2,1,4,0,9,3
1597,2,36108.0,68,141,8,129,3,11,47,7,9,15,31,1,1,2,1,8,1
1598,2,76445.0,2,739,107,309,140,80,35,2,6,28,44,1,1,3,0,19,2
1599,4,36663.0,40,18,0,6,3,3,5,1,2,9,40,1,1,3,0,5,3
1600,3,53843.0,64,378,0,88,19,4,73,8,7,19,50,1,1,3,0,12,2
1601,3,90226.0,26,1083,108,649,253,151,108,4,2,28,59,0,0,2,1,20,0
1602,3,70638.0,69,1016,12,215,16,12,63,4,3,19,60,0,0,1,1,16,0
1603,2,44512.0,57,23,1,6,0,0,2,1,4,17,55,2,1,4,0,5,3
1604,2,27116.0,78,12,1,21,2,2,3,2,7,10,54,2,1,4,0,5,3
1605,4,54072.0,71,35,0,4,0,0,0,2,8,18,52,2,1,4,0,3,3
1606,2,71855.0,59,548,31,422,0,112,28,5,3,24,38,1,1,3,0,20,2
1607,0,51250.0,28,342,32,230,34,32,40,10,9,22,25,1,1,2,1,14,2
1608,3,60432.0,61,365,3,15,4,3,11,7,6,10,42,1,1,3,0,12,3
1609,4,65526.0,22,397,19,69,12,0,9,4,2,9,51,1,1,3,0,13,3
1610,2,68655.0,95,456,19,832,75,118,38,4,3,29,27,0,0,1,0,17,0
1611,0,12393.0,38,5,6,15,11,7,13,2,9,25,37,0,0,2,0,4,1
1612,2,64509.0,19,836,185,575,24,25,77,6,4,17,25,0,0,1,1,13,0
1613,2,33955.0,92,100,2,128,23,7,10,5,8,17,40,1,1,2,0,10,1
